row_id,embedding_seperated,embedding_model_name,sentence_embedding_method,feature_engenearing,grading_model,dataset_name,dataset_split,seed_data_split,left_out_dataset,shots,epochs,finished_pred,last_pred_index,time_stamp,rmse,pears_correlation,p_value,accuracy,precision_macro,recall_macro,f1_macro,precision_micro,recall_micro,f1_micro,precision_weighted,recall_weighted,f1_weighted
136,True,embed_words_conceptnet,avg,cosine_similarity,Isotonic Regression,concatenated_datasets,validation,42,ASAP_sas,0,0,True,17206,2023-05-31 12:02:28,1.0252918133037394,0.2171620088691579,9.306600915823771e-183,0.3137676526994827,0.3799645491668069,0.2840185004839852,0.2093280295441587,0.3137676526994827,0.3137676526994827,0.3137676526994827,0.5465647769817137,0.3137676526994827,0.238108785891026
137,True,embed_words_conceptnet,avg,cosine_similarity,Isotonic Regression,concatenated_datasets,validation,42,beetle,0,0,True,6617,2023-05-31 12:02:28,0.4587255627672776,0.3661710426024833,3.9988901234221353e-209,0.6695376246600181,0.659755401938273,0.660859863248121,0.660236148356792,0.6695376246600181,0.6695376246600181,0.6695376246600181,0.6708127392949539,0.6695376246600181,0.6701067560867908
138,True,embed_words_conceptnet,avg,cosine_similarity,Isotonic Regression,concatenated_datasets,validation,42,neural_course,0,0,True,645,2023-05-31 12:02:28,0.5560229376911217,0.1353504546198901,0.0005619138796983,0.3405572755417956,0.2798546209761163,0.3389034618996729,0.1824014158508932,0.3405572755417956,0.3405572755417956,0.3405572755417956,0.1878707213332947,0.3405572755417956,0.177609426312245
139,True,embed_words_conceptnet,avg,cosine_similarity,Isotonic Regression,concatenated_datasets,validation,42,sciEntsBank,0,0,True,10803,2023-05-31 12:02:29,0.4649208500185859,0.3507530348079137,2.5505246183804e-310,0.6591077378748612,0.6599733598974591,0.6141127700398217,0.6067260367937206,0.6591077378748612,0.6591077378748612,0.6591077378748612,0.6597012660416892,0.6591077378748612,0.6317810426874642
140,True,embed_words_conceptnet,avg,cosine_similarity,Isotonic Regression,concatenated_datasets,validation,42,texas,0,0,True,2272,2023-05-31 12:02:29,1.4148155336193151,0.4194000017246196,1.5762839455186772e-97,0.0558732952045754,0.066022488179653,0.2925186081965743,0.0921308922366732,0.0558732952045754,0.0558732952045754,0.0558732952045754,0.0157792654230008,0.0558732952045754,0.0236985025867055
141,True,embed_words_conceptnet,avg,cosine_similarity,Linear Regression,concatenated_datasets,validation,42,,0,0,True,3754,2023-05-31 12:02:29,0.7705586243659182,0.25854324756267,2.0855026425892537e-58,0.4750998668442077,0.2406045324151498,0.2392398830566904,0.2311991413264963,0.4750998668442077,0.4750998668442077,0.4750998668442077,0.500080152271025,0.4750998668442077,0.4688233854505767
142,True,embed_words_conceptnet,avg,cosine_similarity,Linear Regression,concatenated_datasets,validation,42,ASAP_sas,0,0,True,17206,2023-05-31 12:02:29,1.014463406885814,0.1872660264689744,1.3858292053281558e-135,0.3047015749404312,0.3763534190603541,0.2761274187781249,0.1941645031655228,0.3047015749404312,0.3047015749404312,0.3047015749404312,0.5455950454661243,0.3047015749404312,0.2203938088074407
143,True,embed_words_conceptnet,avg,cosine_similarity,Linear Regression,concatenated_datasets,validation,42,beetle,0,0,True,6617,2023-05-31 12:02:29,0.461129673200008,0.3563340434385007,2.276691778424044e-197,0.6690843155031732,0.6587849957694838,0.6591602650604227,0.658964904121866,0.6690843155031732,0.6690843155031732,0.6690843155031732,0.6694896554569141,0.6690843155031732,0.6692796023894791
144,True,embed_words_conceptnet,avg,cosine_similarity,Linear Regression,concatenated_datasets,validation,42,neural_course,0,0,True,645,2023-05-31 12:02:30,0.5537046940603311,0.0306884698378823,0.4361757816717385,0.3405572755417956,0.2798546209761163,0.3389034618996729,0.1824014158508932,0.3405572755417956,0.3405572755417956,0.3405572755417956,0.1878707213332947,0.3405572755417956,0.177609426312245
145,True,embed_words_conceptnet,avg,cosine_similarity,Linear Regression,concatenated_datasets,validation,42,sciEntsBank,0,0,True,10803,2023-05-31 12:02:30,0.4619087315239836,0.3617007614715588,0.0,0.6593854128100703,0.662827018832573,0.6128159709575255,0.604079514386696,0.6593854128100703,0.6593854128100703,0.6593854128100703,0.661778413185006,0.6593854128100703,0.629910847825647
146,True,embed_words_conceptnet,avg,cosine_similarity,Linear Regression,concatenated_datasets,validation,42,texas,0,0,True,2272,2023-05-31 12:02:30,1.4422890870610994,0.4378903594513265,3.990382383463414e-107,0.0629124505059392,0.0472415039241706,0.2400727158650056,0.069381748630118,0.0629124505059392,0.0629124505059392,0.0629124505059392,0.0260841968908916,0.0629124505059392,0.0269608620905289
147,True,embed_words_conceptnet,avg,cosine_similarity,Ridge Regression,concatenated_datasets,validation,42,,0,0,True,3754,2023-05-31 12:02:30,0.7704595182985158,0.2584820000707349,2.223144553246624e-58,0.4753661784287616,0.2407691726242657,0.2393810063984911,0.2313246117668475,0.4753661784287616,0.4753661784287616,0.4753661784287616,0.5002710378672652,0.4753661784287616,0.4690121522991023
148,True,embed_words_conceptnet,avg,cosine_similarity,Ridge Regression,concatenated_datasets,validation,42,ASAP_sas,0,0,True,17206,2023-05-31 12:02:30,1.0142210924865591,0.1870376547416339,2.9729382852663986e-135,0.3046434590573604,0.3763054110629174,0.2760733530341802,0.1941095056950357,0.3046434590573604,0.3046434590573604,0.3046434590573604,0.5455433678291185,0.3046434590573604,0.2203346130821259
149,True,embed_words_conceptnet,avg,cosine_similarity,Ridge Regression,concatenated_datasets,validation,42,beetle,0,0,True,6617,2023-05-31 12:02:30,0.4611168035736894,0.3563340434385006,2.276691778424044e-197,0.6690843155031732,0.6587849957694838,0.6591602650604227,0.658964904121866,0.6690843155031732,0.6690843155031732,0.6690843155031732,0.6694896554569141,0.6690843155031732,0.6692796023894791
150,True,embed_words_conceptnet,avg,cosine_similarity,Ridge Regression,concatenated_datasets,validation,42,neural_course,0,0,True,645,2023-05-31 12:02:31,0.5535553693525678,0.0306884698378822,0.436175781671715,0.3405572755417956,0.2798546209761163,0.3389034618996729,0.1824014158508932,0.3405572755417956,0.3405572755417956,0.3405572755417956,0.1878707213332947,0.3405572755417956,0.177609426312245
151,True,embed_words_conceptnet,avg,cosine_similarity,Ridge Regression,concatenated_datasets,validation,42,sciEntsBank,0,0,True,10803,2023-05-31 12:02:31,0.4619041690703864,0.3617007614715588,0.0,0.6592002961865976,0.6626060639008442,0.6125917054271375,0.6038005985688973,0.6592002961865976,0.6592002961865976,0.6592002961865976,0.6615690477708686,0.6592002961865976,0.6296629326547841
152,True,embed_words_conceptnet,avg,cosine_similarity,Ridge Regression,concatenated_datasets,validation,42,texas,0,0,True,2272,2023-05-31 12:02:31,1.4419606867524228,0.4378903594513264,3.9903823834652286e-107,0.0629124505059392,0.0472415039241706,0.2400727158650056,0.069381748630118,0.0629124505059392,0.0629124505059392,0.0629124505059392,0.0260841968908916,0.0629124505059392,0.0269608620905289
153,True,embed_words_conceptnet,avg,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,,0,0,True,2012,2023-05-31 12:02:31,0.9338655205452862,0.4092379870556329,3.9466094176676025e-82,0.3204172876304024,0.2301342630075286,0.2021893283542355,0.1634944949972471,0.3204172876304024,0.3204172876304024,0.3204172876304024,0.4269709762392462,0.3204172876304024,0.2738460811488981
154,True,embed_words_conceptnet,avg,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,biology,0,0,True,3591,2023-05-31 12:02:31,1.3658482021837348,0.3570756201463946,1.746050506598689e-108,0.0957683741648107,0.2976253980926878,0.3415656878449461,0.0848263158049046,0.0957683741648107,0.0957683741648107,0.0957683741648107,0.8342814729385093,0.0957683741648107,0.0307932290388195
155,True,embed_words_conceptnet,avg,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,english_language_arts,0,0,True,3628,2023-05-31 12:02:31,0.7678792254568592,0.3275126894188024,1.7444972612818554e-91,0.4411683659410306,0.4207821996259934,0.3447097639111358,0.2268669371548769,0.4411683659410306,0.4411683659410306,0.4411683659410306,0.4893450067382241,0.4411683659410306,0.2872023271037822
156,True,embed_words_conceptnet,avg,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,english,0,0,True,5395,2023-05-31 12:02:31,0.5592527168760867,0.4738036991449406,3.779157618609303e-300,0.2883617494440326,0.350737040931573,0.3624860146604938,0.2072577944457019,0.2883617494440326,0.2883617494440326,0.2883617494440326,0.3662527484410091,0.2883617494440326,0.1836982119134279
157,True,embed_words_conceptnet,avg,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,neural_networks,0,0,True,645,2023-05-31 12:02:32,0.5375810893133315,0.1638427715080149,2.8571964089077724e-05,0.3513931888544891,0.2763524313279615,0.37789436186405,0.2530600141328488,0.3513931888544891,0.3513931888544891,0.3513931888544891,0.18724069160435,0.3513931888544891,0.208613570113244
