row_id,embedding_seperated,embedding_model_name,sentence_embedding_method,feature_engenearing,grading_model,dataset_name,dataset_split,seed_data_split,left_out_dataset,shots,epochs,finished_pred,last_pred_index,time_stamp,rmse,pears_correlation,p_value,accuracy,precision_macro,recall_macro,f1_macro,precision_micro,recall_micro,f1_micro,precision_weighted,recall_weighted,f1_weighted
417,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,,0,0,True,2012,2023-05-31 12:03:00,0.9069621836465198,0.3687577011538621,7.17169642852185e-66,0.280675608544461,0.2367864490169477,0.1864924123524415,0.1175319016543426,0.280675608544461,0.280675608544461,0.280675608544461,0.4430917866806215,0.280675608544461,0.1778923321910732
418,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,biology,0,0,True,3591,2023-05-31 12:03:00,1.4379271339581208,0.3098131133854393,9.292210143918638e-81,0.0924276169265033,0.2954835922773747,0.3176062231201917,0.0798866818458422,0.0924276169265033,0.0924276169265033,0.0924276169265033,0.8341883398565486,0.0924276169265033,0.02729363797865
419,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,english_language_arts,0,0,True,3628,2023-05-31 12:03:00,0.7728625453261725,0.3109109466403194,3.628424329294559e-82,0.4293193717277487,0.3652632224060795,0.3336212544461726,0.2011432412664667,0.4293193717277487,0.4293193717277487,0.4293193717277487,0.4280732557707718,0.4293193717277487,0.2587081497927915
420,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,english,0,0,True,5395,2023-05-31 12:03:00,0.6065467020490164,0.4312558177550689,2.4065909790026035e-243,0.2542624166048925,0.352038419016031,0.3363249903549383,0.1427097188810162,0.2542624166048925,0.2542624166048925,0.2542624166048925,0.3684272377303008,0.2542624166048925,0.1107117244468029
421,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,neural_networks,0,0,True,645,2023-05-31 12:03:00,0.5339541711923045,0.0335586435404639,0.3944737720601466,0.3374613003095975,0.1935307017543859,0.3500275267981476,0.21393499688542,0.3374613003095975,0.3374613003095975,0.3374613003095975,0.1509975354407691,0.3374613003095975,0.1911917003223938
422,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,science,0,0,True,6862,2023-05-31 12:03:00,0.8495766583943448,0.3095426621789762,2.6936490234438107e-152,0.23298848899898,0.1342511977964438,0.1985146437832352,0.1526729392797505,0.23298848899898,0.23298848899898,0.23298848899898,0.1720719759814841,0.23298848899898,0.1874686371344861
423,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,concatenated_domains,validation,42,,0,0,True,2012,2023-05-31 12:03:00,0.9126415911118892,0.3188629419396848,8.370527821816347e-49,0.3025335320417288,0.1779751212401812,0.1480506265919899,0.1040391520898097,0.3025335320417288,0.3025335320417288,0.3025335320417288,0.4423720614789769,0.3025335320417288,0.2195758545549766
424,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,concatenated_domains,validation,42,biology,0,0,True,3591,2023-05-31 12:03:00,1.4201646199757394,0.2655954753574291,4.697590836260511e-59,0.0693207126948775,0.2210526844390582,0.2255511386642445,0.0440187618077836,0.0693207126948775,0.0693207126948775,0.0693207126948775,0.8271567559823056,0.0693207126948775,0.0429794824926765
425,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,concatenated_domains,validation,42,english_language_arts,0,0,True,3628,2023-05-31 12:03:00,0.7258357842288802,0.3104548806456935,6.417827112462138e-82,0.4306971617525489,0.4349051827303691,0.3348762745264939,0.2038277635536189,0.4306971617525489,0.4306971617525489,0.4306971617525488,0.5045651993754627,0.4306971617525489,0.261691866343387
426,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,concatenated_domains,validation,42,english,0,0,True,5395,2023-05-31 12:03:01,0.6070183122807095,0.3867636284430121,4.5825879674385426e-192,0.2568569310600445,0.3614543034236033,0.3384353298611111,0.1478644708622932,0.2568569310600445,0.2568569310600445,0.2568569310600445,0.3790875825671349,0.2568569310600445,0.1165190752442508
427,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,concatenated_domains,validation,42,neural_networks,0,0,True,645,2023-05-31 12:03:01,0.4917868749144259,0.0010889428618167,0.9779623950057968,0.3452012383900928,0.2326444091149973,0.3515657890475728,0.2066335203127655,0.3452012383900928,0.3452012383900928,0.3452012383900928,0.1683122751234206,0.3452012383900928,0.1892332961795255
428,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,concatenated_domains,validation,42,science,0,0,True,6862,2023-05-31 12:03:01,0.8599087215106684,0.294730521221095,1.3401749631377807e-137,0.2264315896838117,0.0630905543538843,0.1036665547352169,0.0628203146662264,0.2264315896838117,0.2264315896838117,0.2264315896838117,0.1304651858968068,0.2264315896838117,0.1360383628981615
429,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,concatenated_domains,validation,42,,0,0,True,2012,2023-05-31 12:03:01,0.912350331097113,0.3185455487213502,1.0507855718178422e-48,0.3020367610531545,0.1777494031111204,0.1478161050160049,0.1037883114300027,0.3020367610531545,0.3020367610531545,0.3020367610531545,0.4418969235728964,0.3020367610531545,0.2190478102317966
430,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,concatenated_domains,validation,42,biology,0,0,True,3591,2023-05-31 12:03:01,1.4213090621532467,0.2655954753574291,4.697590836260511e-59,0.0687639198218262,0.2210411372459282,0.2254152690990271,0.0437328675450203,0.0687639198218262,0.0687639198218262,0.0687639198218262,0.8271570773241936,0.0687639198218262,0.041904726599219
431,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,concatenated_domains,validation,42,english_language_arts,0,0,True,3628,2023-05-31 12:03:01,0.7252265833771963,0.3104548806456935,6.417827112462138e-82,0.4306971617525489,0.4349051827303691,0.3348762745264939,0.2038277635536189,0.4306971617525489,0.4306971617525489,0.4306971617525488,0.5045651993754627,0.4306971617525489,0.261691866343387
432,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,concatenated_domains,validation,42,english,0,0,True,5395,2023-05-31 12:03:01,0.6068482891792675,0.3867636284430121,4.582587967440628e-192,0.2561156412157153,0.3569472502805835,0.3377842881944444,0.1465408257053141,0.2561156412157153,0.2561156412157153,0.2561156412157153,0.373980052564189,0.2561156412157153,0.1150429140689855
433,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,concatenated_domains,validation,42,neural_networks,0,0,True,645,2023-05-31 12:03:01,0.4911878879503308,0.0010889428618168,0.9779623950057968,0.3467492260061919,0.2403439153439153,0.3530878590627935,0.2075454188528393,0.3467492260061919,0.3467492260061919,0.3467492260061919,0.1718745392893999,0.3467492260061919,0.1899705519349099
434,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,concatenated_domains,validation,42,science,0,0,True,6862,2023-05-31 12:03:02,0.8568459957979616,0.2961977761903111,5.1250059718097565e-139,0.225120209820778,0.0620219390216417,0.1033072291778295,0.061928824797054,0.225120209820778,0.225120209820778,0.225120209820778,0.1275972898177207,0.225120209820778,0.1335562379680533
435,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,texas,validation,42,,0,0,True,227,2023-05-31 12:03:02,3.3203415504559595,0.3620499345309271,1.8135069470999373e-08,0.4605263157894737,0.2261904761904762,0.2216126785092302,0.1728356768679349,0.4605263157894737,0.4605263157894737,0.4605263157894737,0.612155388471178,0.4605263157894737,0.4126489196523153
436,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,texas,validation,42,,0,0,True,227,2023-05-31 12:03:02,3.323467358276691,0.2886513570896892,9.4571425443691e-06,0.3684210526315789,0.2302624753605145,0.192895976254297,0.1412119920431941,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.6081338968335873,0.3684210526315789,0.3057542887482987
437,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,texas,validation,42,,0,0,True,227,2023-05-31 12:03:02,3.3214349177784395,0.2886513570896891,9.457142544369237e-06,0.3464912280701754,0.228876086517081,0.18571206820832,0.1291449778291883,0.3464912280701754,0.3464912280701754,0.3464912280701754,0.6057259583160448,0.3464912280701754,0.270935816261301
438,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,english,validation,42,,0,0,True,539,2023-05-31 12:03:02,0.6640360870394404,0.4742589709692067,1.234760363190249e-31,0.4259259259259259,0.6198105086757938,0.4580521392526108,0.4145110064227711,0.4259259259259259,0.4259259259259259,0.4259259259259259,0.6421647313959631,0.4259259259259259,0.4088688982888329
439,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,english,validation,42,,0,0,True,539,2023-05-31 12:03:02,0.6653307987067009,0.4061395152236284,7.318896858983303e-23,0.3222222222222222,0.2596442885771543,0.2712457749879285,0.1687386132247347,0.3222222222222222,0.3222222222222222,0.3222222222222222,0.3840069026942774,0.3222222222222222,0.2184109519443353
440,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,english,validation,42,,0,0,True,539,2023-05-31 12:03:02,0.6619584157185467,0.4061395152236283,7.318896858983719e-23,0.3203703703703703,0.2578974358974359,0.2700989859971028,0.1668496813157957,0.3203703703703703,0.3203703703703703,0.3203703703703703,0.3812566001899335,0.3203703703703703,0.2154436071745279
441,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,science,validation,42,,0,0,True,686,2023-05-31 12:03:02,1.707394625611171,0.3858715950026582,8.181787051857614e-26,0.3042212518195051,0.3465301208393948,0.2324141184858547,0.2063314086279391,0.3042212518195051,0.3042212518195051,0.3042212518195051,0.3858798456820718,0.3042212518195051,0.2697881487927506
442,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,science,validation,42,,0,0,True,686,2023-05-31 12:03:02,1.6946615334938235,0.3729372566914564,4.293880293356723e-24,0.2954876273653566,0.1483300365561441,0.216318136534945,0.1717538667000235,0.2954876273653566,0.2954876273653566,0.2954876273653566,0.2111306305236444,0.2954876273653566,0.2428688151178895
443,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,science,validation,42,,0,0,True,686,2023-05-31 12:03:02,1.695328548544637,0.3722439745587791,5.282927653005596e-24,0.2954876273653566,0.1480507801419749,0.216318136534945,0.1713481922825573,0.2954876273653566,0.2954876273653566,0.2954876273653566,0.2112031373749043,0.2954876273653566,0.242804181970182
444,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,beetle,validation,42,,0,0,True,661,2023-05-31 12:03:02,0.4597610268121087,0.3840240432025023,1.0898643385861494e-24,0.6827794561933535,0.6798737864077671,0.6712418663117421,0.6723699095022624,0.6827794561933535,0.6827794561933535,0.6827794561933535,0.6812010676678497,0.6827794561933535,0.6788979303085398
445,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,beetle,validation,42,,0,0,True,661,2023-05-31 12:03:02,0.4717025081127896,0.3216142791053709,2.1430145148052628e-17,0.6722054380664653,0.6706133637464109,0.6576271813073056,0.6579821389032401,0.6722054380664653,0.6722054380664653,0.6722054380664653,0.6712144530305131,0.6722054380664653,0.665778614000119
446,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,beetle,validation,42,,0,0,True,661,2023-05-31 12:03:02,0.471701565953899,0.3216142791053708,2.1430145148052628e-17,0.6706948640483383,0.6694142512077295,0.6555845164152618,0.6557347328244274,0.6706948640483383,0.6706948640483383,0.6706948640483383,0.6698833866047843,0.6706948640483383,0.6637568321763797
447,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,ASAP_sas,validation,42,,0,0,True,1720,2023-05-31 12:03:02,0.7598590125759672,0.2636105898702264,9.451057303711171e-29,0.357350377687391,0.3378265140583797,0.293285197260401,0.2398253846781034,0.357350377687391,0.357350377687391,0.357350377687391,0.4863581872465422,0.357350377687391,0.3169275211370232
448,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,ASAP_sas,validation,42,,0,0,True,1720,2023-05-31 12:03:02,0.7506244390510238,0.1891143231160617,2.549488078241627e-15,0.3224869262056943,0.2372410209677372,0.1854564717405015,0.1288729651726791,0.3224869262056943,0.3224869262056943,0.3224869262056943,0.5163253296786394,0.3224869262056943,0.2414418511902576
449,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,ASAP_sas,validation,42,,0,0,True,1720,2023-05-31 12:03:03,0.7496636598617741,0.1873603326864559,4.633592487981281e-15,0.3219058686809994,0.2365403456246636,0.1850901713742011,0.1282248934805105,0.3219058686809994,0.3219058686809994,0.3219058686809994,0.5152050039142102,0.3219058686809994,0.2404036885376324
450,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,biology,validation,42,,0,0,True,359,2023-05-31 12:03:03,0.2976190998609549,0.3644386507160109,9.49462913800481e-13,0.7222222222222222,0.2593007619901389,0.2806393678160919,0.2681200994454006,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7088741139166956,0.7222222222222222,0.7145598266080193
451,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,biology,validation,42,,0,0,True,359,2023-05-31 12:03:03,0.2825198138974772,0.2826803983863155,4.8556531409043555e-08,0.8027777777777778,0.1610027855153203,0.1993103448275862,0.1781201848998459,0.8027777777777778,0.8027777777777778,0.8027777777777778,0.6484834416589291,0.8027777777777778,0.7174285225132683
452,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,biology,validation,42,,0,0,True,359,2023-05-31 12:03:03,0.2814754909038454,0.2826803983863155,4.8556531409043555e-08,0.8027777777777778,0.1610027855153203,0.1993103448275862,0.1781201848998459,0.8027777777777778,0.8027777777777778,0.8027777777777778,0.6484834416589291,0.8027777777777778,0.7174285225132683
453,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,sciEntsBank,validation,42,,0,0,True,1080,2023-05-31 12:03:03,0.464719234655547,0.3420162319847708,5.020028665090732e-31,0.6475485661424607,0.6568356904679775,0.6051679785794892,0.5916350126566465,0.6475485661424607,0.6475485661424607,0.6475485661424607,0.654422500682607,0.6475485661424607,0.6146993534695449
454,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,sciEntsBank,validation,42,,0,0,True,1080,2023-05-31 12:03:03,0.468333043223723,0.3224226641460839,1.4291754147083597e-27,0.6271970397779834,0.6157419051930848,0.5967637926079612,0.5928436911487759,0.6271970397779834,0.6271970397779834,0.6271970397779834,0.6198241885764719,0.6271970397779834,0.6108956100144423
455,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,sciEntsBank,validation,42,,0,0,True,1080,2023-05-31 12:03:03,0.4683770258444651,0.322422664146084,1.4291754147081972e-27,0.6281221091581869,0.6169293190638598,0.5975663608262597,0.5936151032042314,0.6281221091581869,0.6281221091581869,0.6281221091581869,0.620900954258621,0.6281221091581869,0.6116902015610651
456,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,neural_networks,validation,42,,0,0,True,64,2023-05-31 12:03:03,0.754635943326602,0.1335913960400717,0.2887288617305824,0.3538461538461538,0.1179487179487179,0.3333333333333333,0.1742424242424242,0.3538461538461538,0.3538461538461538,0.3538461538461538,0.125207100591716,0.3538461538461538,0.1849650349650349
457,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,neural_networks,validation,42,,0,0,True,64,2023-05-31 12:03:03,0.7602031707230371,-0.2518043149645092,0.0430265841671888,0.3538461538461538,0.1179487179487179,0.3333333333333333,0.1742424242424242,0.3538461538461538,0.3538461538461538,0.3538461538461538,0.125207100591716,0.3538461538461538,0.1849650349650349
458,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,neural_networks,validation,42,,0,0,True,64,2023-05-31 12:03:03,0.7590286570637823,-0.2518043149645088,0.0430265841671892,0.3538461538461538,0.1179487179487179,0.3333333333333333,0.1742424242424242,0.3538461538461538,0.3538461538461538,0.3538461538461538,0.125207100591716,0.3538461538461538,0.1849650349650349
459,True,embed_words_fasttext,avg,cosine_similarity,Isotonic Regression,english_language_arts,validation,42,,0,0,True,362,2023-05-31 12:03:03,0.5781584744929702,0.2657040799932207,2.783868463812142e-07,0.443526170798898,0.3468776219585281,0.3680166628095349,0.2981489116989649,0.443526170798898,0.443526170798898,0.443526170798898,0.4226178624531082,0.443526170798898,0.3609770745644138
460,True,embed_words_fasttext,avg,cosine_similarity,Linear Regression,english_language_arts,validation,42,,0,0,True,362,2023-05-31 12:03:03,0.5780182094768257,0.2841031311030024,3.626623385058318e-08,0.4269972451790633,0.3627613412228797,0.3552726992208594,0.2556102900930487,0.4269972451790633,0.4269972451790633,0.4269972451790633,0.4422071168924316,0.4269972451790633,0.3084630451401611
461,True,embed_words_fasttext,avg,cosine_similarity,Ridge Regression,english_language_arts,validation,42,,0,0,True,362,2023-05-31 12:03:03,0.5740912795300277,0.2841031311030025,3.6266233850582154e-08,0.4297520661157025,0.3870262390670554,0.3576949780143485,0.2517945484528082,0.4297520661157025,0.4297520661157025,0.4297520661157025,0.4720562368985374,0.4297520661157025,0.303693354679254
462,True,embed_words_fasttext,add,cosine_similarity,Isotonic Regression,neural_course,validation,42,,0,0,True,64,2023-05-31 12:03:03,0.7546358160091929,0.1335847443274659,0.288753088809251,0.3538461538461538,0.1179487179487179,0.3333333333333333,0.1742424242424242,0.3538461538461538,0.3538461538461538,0.3538461538461538,0.125207100591716,0.3538461538461538,0.1849650349650349
463,True,embed_words_fasttext,add,cosine_similarity,Linear Regression,neural_course,validation,42,,0,0,True,64,2023-05-31 12:03:03,0.7602031720948574,-0.2518045202013462,0.0430264085905524,0.3538461538461538,0.1179487179487179,0.3333333333333333,0.1742424242424242,0.3538461538461538,0.3538461538461538,0.3538461538461538,0.125207100591716,0.3538461538461538,0.1849650349650349
464,True,embed_words_fasttext,add,cosine_similarity,Ridge Regression,neural_course,validation,42,,0,0,True,64,2023-05-31 12:03:03,0.7590286579524672,-0.2518045202013458,0.0430264085905526,0.3538461538461538,0.1179487179487179,0.3333333333333333,0.1742424242424242,0.3538461538461538,0.3538461538461538,0.3538461538461538,0.125207100591716,0.3538461538461538,0.1849650349650349
465,True,embed_words_fasttext,add,cosine_similarity,Isotonic Regression,concatenated_datasets,validation,42,,0,0,True,3754,2023-05-31 12:03:04,0.7828018672350626,0.2277004663868817,2.3291523964989954e-45,0.455392809587217,0.2146620600539004,0.2164972551289748,0.2115293215301821,0.455392809587217,0.455392809587217,0.455392809587217,0.4587069956953022,0.455392809587217,0.449293556343778
466,True,embed_words_fasttext,add,cosine_similarity,Isotonic Regression,concatenated_datasets,validation,42,ASAP_sas,0,0,True,17206,2023-05-31 12:03:04,1.1555969497066876,0.1674045201415906,2.318531487426223e-108,0.3178938803975126,0.3867554183422889,0.2924279080315197,0.2088192898614468,0.3178938803975126,0.3178938803975126,0.3178938803975126,0.5553968986634573,0.3178938803975126,0.2287534595807611
467,True,embed_words_fasttext,add,cosine_similarity,Isotonic Regression,concatenated_datasets,validation,42,beetle,0,0,True,6617,2023-05-31 12:03:04,0.4620250347303455,0.3532537065721237,8.983772814451184e-194,0.6574493804774857,0.6623434433943902,0.6088577750303432,0.598328180604086,0.6574493804774857,0.6574493804774857,0.6574493804774857,0.6608912214563301,0.6574493804774857,0.6253856182775364
468,True,embed_words_fasttext,add,cosine_similarity,Isotonic Regression,concatenated_datasets,validation,42,neural_course,0,0,True,645,2023-05-31 12:03:04,0.568643786461967,0.0178979132203442,0.64978693393754,0.3421052631578947,0.2251875109017966,0.342449561190453,0.1891994071923297,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.1645224891576063,0.3421052631578947,0.1811493144385486
469,True,embed_words_fasttext,add,cosine_similarity,Isotonic Regression,concatenated_datasets,validation,42,sciEntsBank,0,0,True,10803,2023-05-31 12:03:04,0.4762819208346453,0.2931580102299787,4.3438316265179695e-213,0.62782302850796,0.6549429180510367,0.5610798217398304,0.5162299801799974,0.62782302850796,0.62782302850796,0.62782302850796,0.6489198243536458,0.62782302850796,0.5567897198497869
470,True,embed_words_fasttext,add,cosine_similarity,Isotonic Regression,concatenated_datasets,validation,42,texas,0,0,True,2272,2023-05-31 12:03:05,1.3724055612899462,0.369332741411619,2.1594793484512795e-74,0.0721513418389793,0.0584311966450162,0.2201652318177741,0.0541013471175464,0.0721513418389793,0.0721513418389793,0.0721513418389793,0.0156059033234945,0.0721513418389793,0.0231620365628275
471,True,embed_words_fasttext,add,cosine_similarity,Linear Regression,concatenated_datasets,validation,42,,0,0,True,3754,2023-05-31 12:03:05,0.7727299847946971,0.2059337468112744,3.0411916248339696e-37,0.4639147802929427,0.1914756965910262,0.1947607773872413,0.1892223067415897,0.4639147802929427,0.4639147802929427,0.4639147802929428,0.474845535250257,0.4639147802929427,0.4596011171334357
472,True,embed_words_fasttext,add,cosine_similarity,Linear Regression,concatenated_datasets,validation,42,ASAP_sas,0,0,True,17206,2023-05-31 12:03:05,1.0669620497955703,0.0506045485325439,3.0977478575792887e-11,0.2901726041727204,0.2998531429181763,0.2125728578181517,0.1441467249149225,0.2901726041727204,0.2901726041727204,0.2901726041727204,0.5488120955732446,0.2901726041727204,0.199203469762365
473,True,embed_words_fasttext,add,cosine_similarity,Linear Regression,concatenated_datasets,validation,42,beetle,0,0,True,6617,2023-05-31 12:03:05,0.472503863313189,0.3140166682184911,2.2440604976956785e-151,0.6618313689936537,0.4385884554478315,0.4143031609736975,0.4120082187317459,0.6618313689936537,0.6618313689936537,0.6618313689936537,0.6593308193816009,0.6618313689936537,0.6407411642692329
474,True,embed_words_fasttext,add,cosine_similarity,Linear Regression,concatenated_datasets,validation,42,neural_course,0,0,True,645,2023-05-31 12:03:05,0.5046670120395956,0.001088967718178,0.977961892099984,0.3421052631578947,0.2142557651991614,0.342449561190453,0.1892112760533813,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.1598545475787137,0.3421052631578947,0.1812697676556239
475,True,embed_words_fasttext,add,cosine_similarity,Linear Regression,concatenated_datasets,validation,42,sciEntsBank,0,0,True,10803,2023-05-31 12:03:06,0.4728845901520773,0.290066434569373,1.8404185036387177e-208,0.6335616438356164,0.6508293777136742,0.5716317535249363,0.5381305354330616,0.6335616438356164,0.6335616438356164,0.6335616438356164,0.6467256798691661,0.6335616438356164,0.5747795011115829
476,True,embed_words_fasttext,add,cosine_similarity,Linear Regression,concatenated_datasets,validation,42,texas,0,0,True,2272,2023-05-31 12:03:06,1.3777854410182986,0.3679668439430127,8.141183660285798e-74,0.0866695996480422,0.0512617188686841,0.2221675746569814,0.0761093667273489,0.0866695996480422,0.0866695996480422,0.0866695996480422,0.016731496322164,0.0866695996480422,0.0273072934799258
477,True,embed_words_fasttext,add,cosine_similarity,Ridge Regression,concatenated_datasets,validation,42,,0,0,True,3754,2023-05-31 12:03:06,0.7725716074161215,0.2058399264860698,3.28183561351324e-37,0.4641810918774967,0.1915375188587993,0.1948400983993775,0.1893054963116173,0.4641810918774967,0.4641810918774967,0.4641810918774967,0.4750191384634617,0.4641810918774967,0.4598558678590083
478,True,embed_words_fasttext,add,cosine_similarity,Ridge Regression,concatenated_datasets,validation,42,ASAP_sas,0,0,True,17206,2023-05-31 12:03:06,1.0663801437779583,0.0501451005823989,4.658229179675693e-11,0.2901726041727204,0.2998531429181763,0.2125728578181517,0.1441467249149225,0.2901726041727204,0.2901726041727204,0.2901726041727204,0.5488120955732446,0.2901726041727204,0.199203469762365
479,True,embed_words_fasttext,add,cosine_similarity,Ridge Regression,concatenated_datasets,validation,42,beetle,0,0,True,6617,2023-05-31 12:03:06,0.4724229352371245,0.3140166682184911,2.2440604976956785e-151,0.6615291628890904,0.4382634451583322,0.4140222818616549,0.4116250581227434,0.6615291628890904,0.6615291628890904,0.6615291628890904,0.658870168924307,0.6615291628890904,0.6402477345508997
480,True,embed_words_fasttext,add,cosine_similarity,Ridge Regression,concatenated_datasets,validation,42,neural_course,0,0,True,645,2023-05-31 12:03:07,0.5044617012032968,0.0010889677181778,0.977961892099958,0.3421052631578947,0.2142557651991614,0.342449561190453,0.1892112760533813,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.1598545475787137,0.3421052631578947,0.1812697676556239
481,True,embed_words_fasttext,add,cosine_similarity,Ridge Regression,concatenated_datasets,validation,42,sciEntsBank,0,0,True,10803,2023-05-31 12:03:07,0.4728951599460103,0.290066434569373,1.8404185036370438e-208,0.6336542021473528,0.6511931210593969,0.571677225172666,0.5381001872778519,0.6336542021473528,0.6336542021473528,0.6336542021473528,0.6470281247022935,0.6336542021473528,0.5747739504125444
482,True,embed_words_fasttext,add,cosine_similarity,Ridge Regression,concatenated_datasets,validation,42,texas,0,0,True,2272,2023-05-31 12:03:07,1.377390057660118,0.3679668439430128,8.141183660285798e-74,0.0866695996480422,0.0518916033077945,0.2221675746569814,0.0766177097348788,0.0866695996480422,0.0866695996480422,0.0866695996480422,0.0167690986224463,0.0866695996480422,0.0273247619403102
483,True,embed_words_fasttext,add,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,,0,0,True,2012,2023-05-31 12:03:07,0.9069617998245768,0.368757565209283,7.1725358880973e-66,0.280675608544461,0.2367864490169477,0.1864924123524415,0.1175319016543426,0.280675608544461,0.280675608544461,0.280675608544461,0.4430917866806215,0.280675608544461,0.1778923321910732
484,True,embed_words_fasttext,add,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,biology,0,0,True,3591,2023-05-31 12:03:07,1.4379353609081709,0.3097941944534371,9.511605013237376e-81,0.0924276169265033,0.2954835922773747,0.3176062231201917,0.0798866818458422,0.0924276169265033,0.0924276169265033,0.0924276169265033,0.8341883398565486,0.0924276169265033,0.02729363797865
485,True,embed_words_fasttext,add,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,english_language_arts,0,0,True,3628,2023-05-31 12:03:07,0.7728625383449815,0.3109109911160057,3.6282223648397167e-82,0.4293193717277487,0.3652632224060795,0.3336212544461726,0.2011432412664667,0.4293193717277487,0.4293193717277487,0.4293193717277487,0.4280732557707718,0.4293193717277487,0.2587081497927915
486,True,embed_words_fasttext,add,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,english,0,0,True,5395,2023-05-31 12:03:08,0.6065467643688655,0.4312556985632541,2.4074114928049703e-243,0.2542624166048925,0.352038419016031,0.3363249903549383,0.1427097188810162,0.2542624166048925,0.2542624166048925,0.2542624166048925,0.3684272377303008,0.2542624166048925,0.1107117244468029
487,True,embed_words_fasttext,add,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,neural_networks,0,0,True,645,2023-05-31 12:03:08,0.5339333151299783,0.033633808231131,0.3934150350554304,0.3374613003095975,0.1935307017543859,0.3500275267981476,0.21393499688542,0.3374613003095975,0.3374613003095975,0.3374613003095975,0.1509975354407691,0.3374613003095975,0.1911917003223938
488,True,embed_words_fasttext,add,cosine_similarity,Isotonic Regression,concatenated_domains,validation,42,science,0,0,True,6862,2023-05-31 12:03:08,0.8495766795888812,0.3095426334237763,2.693831210957585e-152,0.23298848899898,0.1342511977964438,0.1985146437832352,0.1526729392797505,0.23298848899898,0.23298848899898,0.23298848899898,0.1720719759814841,0.23298848899898,0.1874686371344861
489,True,embed_words_fasttext,add,cosine_similarity,Linear Regression,concatenated_domains,validation,42,,0,0,True,2012,2023-05-31 12:03:08,0.9126416014762556,0.3188629158066973,8.370684646216586e-49,0.3025335320417288,0.1779751212401812,0.1480506265919899,0.1040391520898097,0.3025335320417288,0.3025335320417288,0.3025335320417288,0.4423720614789769,0.3025335320417288,0.2195758545549766
490,True,embed_words_fasttext,add,cosine_similarity,Linear Regression,concatenated_domains,validation,42,biology,0,0,True,3591,2023-05-31 12:03:08,1.4201646536035366,0.2655954909668773,4.697515340447682e-59,0.0693207126948775,0.2210526844390582,0.2255511386642445,0.0440187618077836,0.0693207126948775,0.0693207126948775,0.0693207126948775,0.8271567559823056,0.0693207126948775,0.0429794824926765
